mem_id,transaction_id,description,amount,category,date
1000564012245885,100056405761259782,SHELL Service S          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,1.37,Gasoline/Fuel,2014-09-03
1000564012245885,100056405771553135,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,0.84,Gasoline/Fuel,2014-09-04
1000564012245885,100056405769484212,TIMEWARNER SW OH ONLINE PMT ***********8POS~~XXXXX~~~~XXXXX~~0~~~~0065,51.38,Cable/Satellite Services,2014-09-04
1000564012245885,100056405776913094,Amazon Services          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,2.99,Online Services,2014-09-05
1000564012245885,100056405788551297,Amazon Services          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,0.99,Online Services,2014-09-08
1000564012245885,100056405788551550,Amazon Services          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,2.99,Online Services,2014-09-08
1000564012245885,100056405788551552,KFC FXXXXXX   2          BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,8.77,Restaurants/Dining,2014-09-08
1000564012245885,100056405788551564,WAL-MART  Wal-Mart Sto   LEXINGTON (SEKY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,297.08,General Merchandise,2014-09-08
1000564012245885,100056405795043415,CVS XXXXX                BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,58.64,Healthcare/Medical,2014-09-09
1000564012245885,100056405795043421,SAMSCLUB #6517           BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,78.72,General Merchandise,2014-09-09
1000564012245885,100056405811118628,PARTY CITY               BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,10.4,Entertainment,2014-09-12
1000564012245885,100056405810390227,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,6.72,Gasoline/Fuel,2014-09-12
1000564012245885,100056405810390229,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,20.02,Gasoline/Fuel,2014-09-12
1000564012245885,100056405810390224,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,5.26,Gasoline/Fuel,2014-09-12
1000564012245885,100056405817851704,AAFES                    WRIGHT-PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,22.99,General Merchandise,2014-09-15
1000564012245885,100056405817851706,PAYPAL           ECHECK     ***********9ALN~~XXXXX~~~~XXXXX~~0~~~~0065,83.82,Other Expenses,2014-09-15
1000564012245885,100056405825111875,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,10.01,Gasoline/Fuel,2014-09-15
1000564012245885,100056405817851707,VZ WIRELESS VE   VZW WEBPAY ***********0088~~XXXXX~~~~XXXXX~~0~~~~0065,170.47,Telephone Services,2014-09-15
1000564012245885,100056405825111874,WENDY'S #4               LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,5,Restaurants/Dining,2014-09-15
1000564012245885,100056405830316207,AAFES-ARMY       ACH PYMT   ***********9998~~XXXXX~~~~XXXXX~~0~~~~0065,500,General Merchandise,2014-09-16
1000564012245885,100056405836220796,BEST BUY         PAYMENT    ***********7087~~XXXXX~~~~XXXXX~~0~~~~0065,250,Electronics,2014-09-17
1000564012245885,100056405836296470,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,6.01,Gasoline/Fuel,2014-09-17
1000564012245885,100056405839052380,Amazon Services          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,2.99,Online Services,2014-09-18
1000564012245885,100056405839052386,CVS XXXXX                BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,14.26,Healthcare/Medical,2014-09-18
1000564012245885,100056405839052382,KFC JXXXXXX   4          FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,9.99,Restaurants/Dining,2014-09-18
1000564012245885,100056405846386259,Amazon Services          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,3.99,Online Services,2014-09-19
1000564012245885,100056405856853583,AAFES                    WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,104.99,General Merchandise,2014-09-22
1000564012245885,100056405856853567,AMAZON MKTPLACE          AMZN.COM BILLWA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,62.97,General Merchandise,2014-09-22
1000564012245885,100056405856853566,GIANT #465               FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,40,Automotive Expenses,2014-09-22
1000564012245885,100056405856853564,LOWE'S #0089             FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,35.29,Home Improvement,2014-09-22
1000564012245885,100056405856853590,PAYPAL           INST XFER  ***********LAND~~XXXXX~~~~XXXXX~~0~~~~0065,12.99,Transfers,2014-09-22
1000564012245885,100056405859243693,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,4.73,Gasoline/Fuel,2014-09-22
1000564012245885,100056405859243694,SHELL Service S          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,6.58,Gasoline/Fuel,2014-09-22
1000564012245885,100056405859243695,TMOBILE HANDSET          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,98.68,Telephone Services,2014-09-22
1000564012245885,100056405865705720,Wal-Mart Store           LEXINGTON (SEKY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,218.7,General Merchandise,2014-09-23
1000564012245885,100056405890954177,AAFES WRIGHT-PA          WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,17.99,General Merchandise,2014-09-29
1000564012245885,100056405890954188,SOU BEST BUY #2          FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,109.93,Electronics,2014-09-29
1000564012245885,100056405890954187,JCPENNEY 2498            DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,87.53,Clothing/Shoes,2014-09-29
1000564012245885,100056405889475646,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,7.02,Gasoline/Fuel,2014-09-29
1000564012245885,100056405889476159,SUBWAY        0          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,17.28,Restaurants/Dining,2014-09-29
1000564012245885,100056405889476164,WENDY'S #4               LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,17.45,Restaurants/Dining,2014-09-29
1000564012245885,100056405889475635,WENDY'S #4               LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,2.11,Restaurants/Dining,2014-09-29
1000564012245885,100056405896008202,DIRECTV          Payment    ***********0575~~XXXXX~~~~XXXXX~~0~~~~0065,177.33,Cable/Satellite Services,2014-09-30
1000564012245885,100056405900931297,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,3,Gasoline/Fuel,2014-09-30
1000564012245885,100056405900931800,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,3.53,Gasoline/Fuel,2014-09-30
1000564012245885,100056405896007748,TIMEWARNER SW OH ONLINE PMT ***********8POS~~XXXXX~~~~XXXXX~~0~~~~0065,46.26,Cable/Satellite Services,2014-09-30
1000564012245885,100056405904218975,GIANT #465               FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,34.71,Automotive Expenses,2014-10-01
1000564012245885,100056405904908264,SHELL Service S          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,13.02,Gasoline/Fuel,2014-10-01
1000564012245885,100056405918629525,EXPERIAN    *CR          866-XXXXXXX  CA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,12.95,Online Services,2014-10-03
1000564012245885,100056405927408363,Amazon Services          XXX-XXX-XXXX WA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,3.99,Online Services,2014-10-06
1000564012245885,100056405927408367,AMAZON MKTPLACE          AMZN.COM BILLWA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,31.99,General Merchandise,2014-10-06
1000564012245885,100056405930959624,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,14.2,Gasoline/Fuel,2014-10-06
1000564012245885,100056405930959623,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,5.26,Gasoline/Fuel,2014-10-06
1000564012245885,100056405927408375,VICTORIAS SECRET ONLINE PMT ***********8POS~~XXXXX~~~~XXXXX~~0~~~~0065,81.13,Clothing/Shoes,2014-10-06
1000564012245885,100056405938769395,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,1.37,Gasoline/Fuel,2014-10-07
1000564012245885,100056405938769750,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,5.26,Gasoline/Fuel,2014-10-07
1000564012245885,100056405942709071,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,6.31,Gasoline/Fuel,2014-10-08
1000564012245885,100056405942709074,WENDY'S #4               LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,12.35,Restaurants/Dining,2014-10-08
1000564012245885,100056405947670339,AMAZON MKTPLACE          AMZN.COM BILLWA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,6.95,General Merchandise,2014-10-09
1000564012245885,100056405947111152,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,7.03,Gasoline/Fuel,2014-10-09
1000564012245885,100056405953468462,AMAZON MKTPLACE          AMZN.COM BILLWA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,14.99,General Merchandise,2014-10-10
1000564012245885,100056405953468466,KOHLS            ONLINE PMT ***********8POS~~XXXXX~~~~XXXXX~~0~~~~0065,143.23,Clothing/Shoes,2014-10-10
1000564012245885,100056405966589951,AAFES                    WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,140.58,General Merchandise,2014-10-14
1000564012245885,100056405966589954,AAFES                    WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,173.49,General Merchandise,2014-10-14
1000564012245885,100056405966589840,CVS PHARMACY #0          BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,24.93,Healthcare/Medical,2014-10-14
1000564012245885,100056405966589838,CIRCLE K 5280            XENIA        OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,15.25,Gasoline/Fuel,2014-10-14
1000564012245885,100056405966589844,GIANT #465               FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,33.35,Automotive Expenses,2014-10-14
1000564012245885,100056405972493214,LITTLE CAESARS           LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,13.09,Restaurants/Dining,2014-10-14
1000564012245885,100056405972493213,SHELL OIL XXXXX          CRITTENDEN   KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,8.83,Gasoline/Fuel,2014-10-14
1000564012245885,100056405972493226,SHELL OIL XXXXX          LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,29.5,Gasoline/Fuel,2014-10-14
1000564012245885,100056405966589849,WALGREENS                FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,47.61,Healthcare/Medical,2014-10-14
1000564012245885,100056405985267284,AAFES                    WRIGHT-PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,22.99,General Merchandise,2014-10-16
1000564012245885,100056405985267283,SHELL OIL XXXXX          DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,20.65,Gasoline/Fuel,2014-10-16
1000564012245885,100056405747493033,1195 BARRETT BLVD        HENDERSON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0061,202,Uncategorized,2014-09-02
1000564012245885,100056405747493035,USAA             LOAN PMT   TO    ******9578~~XXXXX~~~~XXXXX~~0~~~~0107,676.81,Loans,2014-09-02
1000564012245885,100056405747493024,PILOT         0          LEAVENWORTH  IN~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,7.8,Clothing/Shoes,2014-09-02
1000564012245885,100056405756547028,PAPA JOHN'S #00          XXX-XXX-XXXX KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,7.48,Restaurants/Dining,2014-09-02
1000564012245885,100056405756547027,SPEEDWAY XXXXX LEX       LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,7.23,Gasoline/Fuel,2014-09-02
1000564012245885,100056405747493034,USAA P&C         AUTOPAY    ***********0344~~XXXXX~~~~XXXXX~~0~~~~0065,204.16,Insurance,2014-09-02
1000564012245885,100056405761259790,ARBYS LEXARB3            LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,14.38,Restaurants/Dining,2014-09-03
1000564012245885,100056405763804999,CHASE            EPAY       ***********6346~~XXXXX~~~~XXXXX~~0~~~~0065,28,Credit Card Payments,2014-09-03
1000564012245885,100056405763804998,WRIGHTPATTERSON          WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,127.79,Groceries,2014-09-03
1000564012245885,100056405769484207,WRIGHTPAT 2300 SYCAMOR   WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,57.99,Groceries,2014-09-04
1000564012245885,100056405771553133,XXXXXXX@XXXXXX~~XXXXX~~~~XXXXX~~2~~XXXXXXXXXXXXXX~~0005,17.01,Automotive Expenses,2014-09-04
1000564012245885,100056405769484210,COMMUNITY WALKS          888-333-AFSP NY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,175,Cable/Satellite Services,2014-09-04
1000564012245885,100056405769484211,HEALTH NET FED           XXXXXXXXXXX  CA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,180,Healthcare/Medical,2014-09-04
1000564012245885,100056405769484202,PAPA JOHN'S #00          XXX-XXX-XXXX OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,17.25,Restaurants/Dining,2014-09-04
1000564012245885,100056405776913095,PAIN MANAGEMENT          DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,12,Healthcare/Medical,2014-09-05
1000564012245885,100056405788551553,GIANT #483               DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,35.73,Gasoline/Fuel,2014-09-08
1000564012245885,100056405788551563,2835 N. FAIRFIELD        BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0061,202.75,Uncategorized,2014-09-08
1000564012245885,100056405788551557,CARRABBAS 6802           RICHMOND     KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,108.09,Restaurants/Dining,2014-09-08
1000564012245885,100056405788551299,COCA COLA CINCI          XXX-XXX-XXXX OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,2,Restaurants/Dining,2014-09-08
1000564012245885,100056405795043411,WRIAF ARTS & CR          WPAFB        OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,26.2,Hobbies,2014-09-09
1000564012245885,100056405795043423,CHECK # XXXXXXXXXX~~XXXXX~~~~XXXXX~~3~~~~0057,50,Checks,2014-09-09
1000564012245885,100056405795043408,WRIGHTPAT 2300 SYCAMOR   WRIGHT PATTEROH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,17.84,Groceries,2014-09-09
1000564012245885,100056405795043422,CHECK # XXXXXXXXXX~~XXXXX~~~~XXXXX~~3~~~~0057,50,Checks,2014-09-09
1000564012245885,100056405795043412,GIANT #486               DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,43.2,Gasoline/Fuel,2014-09-09
1000564012245885,100056405795043418,LENSCRAFTERS  1          BEAVERCREEK  OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,74.62,Healthcare/Medical,2014-09-09
1000564012245885,100056405798789878,GIANT #484               DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,35.65,Gasoline/Fuel,2014-09-10
1000564012245885,100056405798789880,THE CAKERY               DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,142.64,Restaurants/Dining,2014-09-10
1000564012245885,100056405810390222,XXX XXXXXX X XXX PAYROLL    XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,586.33,Paychecks/Salary,2014-09-12
1000564012245885,100056405811118624,USAA FUNDS TRANSFER CR~~XXXXX~~~~XXXXX~~0~~~~0303,450,Transfers,2014-09-12
1000564012245885,100056405811118630,USAA FUNDS TRANSFER DB~~XXXXX~~~~XXXXX~~0~~~~0302,450,Transfers,2014-09-12
1000564012245885,100056405811118625,SPEEDWAY 8574            ENON         OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,7.49,Gasoline/Fuel,2014-09-12
1000564012245885,100056405811118629,US MINT COIN SA          XXX-XXX-XXXX DC~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,49.9,Cable/Satellite Services,2014-09-12
1000564012245885,100056405811118626,KROGER #830              FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,8.56,Groceries,2014-09-12
1000564012245885,100056405810390228,KROGER                   FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,8,Groceries,2014-09-12
1000564012245885,100056405825111889,L2GLEXFAYURBGOV          XXX-XXX-XXXX KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,39.23,Uncategorized,2014-09-15
1000564012245885,100056405825111892,Kentucky Utiliti WEB PYMTS  ***********4799~~XXXXX~~~~XXXXX~~0~~~~0065,95.37,Utilities,2014-09-15
1000564012245885,100056405825111872,TOBACCO HUT              LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,2.1,Groceries,2014-09-15
1000564012245885,100056405817851705,BOB EVANS REST           FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,28.67,Restaurants/Dining,2014-09-15
1000564012245885,100056405825111873,MARATHON PETRO0          FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,3.42,Gasoline/Fuel,2014-09-15
1000564012245885,100056405825111876,MARATHON PETRO0          FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,10.07,Gasoline/Fuel,2014-09-15
1000564012245885,100056405817851703,SPEEDWAY XXXXX 136       FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,5.87,Gasoline/Fuel,2014-09-15
1000564012245885,100056405825111869,SPEEDWAY XXXXX LEX       LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,1.05,Gasoline/Fuel,2014-09-15
1000564012245885,100056405825111890,WSC*Windstream           XXX-XXX-XXXX AR~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,173.01,Telephone Services,2014-09-15
1000564012245885,100056405830316205,GIANT #488               DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,38.08,Gasoline/Fuel,2014-09-16
1000564012245885,100056405830316208,CHECK # XXXXXXXXXX~~XXXXX~~~~XXXXX~~3~~~~0057,50,Checks,2014-09-16
1000564012245885,100056405831838484,TOBACCO HUT              LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,5.17,Groceries,2014-09-16
1000564012245885,100056405830316206,OHIO EDISON      FE ECHECK  ***********8360~~XXXXX~~~~XXXXX~~0~~~~0065,317.52,Utilities,2014-09-16
1000564012245885,100056405836220789,AREA A BLDG. 262         WPAFB        OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0061,103,Uncategorized,2014-09-17
1000564012245885,100056405839530398,TOBACCO HUT              LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,6.22,Groceries,2014-09-18
1000564012245885,100056405839052389,ATM SURCHARGE REBATE~~XXXXX~~~~XXXXX~~0~~~~72SR,7.75,ATM/Cash Withdrawals,2014-09-18
1000564012245885,100056405839052390,INTEREST PAID~~XXXXX~~~~XXXXX~~0~~~~GT41,0.01,Interest,2014-09-18
1000564012245885,100056405856853560,MDC*ALLRECIPES.          XXX-XXX-XXXX IA~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,22.95,Uncategorized,2014-09-22
1000564012245885,100056405859243691,USAA FUNDS TRANSFER CR~~XXXXX~~~~XXXXX~~0~~~~0303,150,Transfers,2014-09-22
1000564012245885,100056405856853587,USAA FUNDS TRANSFER DB~~XXXXX~~~~XXXXX~~0~~~~0302,150,Transfers,2014-09-22
1000564012245885,100056405856853563,BOB EVANS REST           FAIRBORN     OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,30.49,Restaurants/Dining,2014-09-22
1000564012245885,100056405856853582,LCNB NATIONAL BANK       MONROE       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0061,103,Uncategorized,2014-09-22
1000564012245885,100056405856853555,PAPA JOHN'S #00          XXX-XXX-XXXX OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,22.25,Restaurants/Dining,2014-09-22
1000564012245885,100056405856853554,SMASHBURGER              DAYTON       OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0079,10.98,Restaurants/Dining,2014-09-22
1000564012245885,100056405859243692,KROGER                   LEXINGTON    KY~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0066,0.69,Groceries,2014-09-22
1000564012245885,100056405863999415,AREA A BLDG. 262         WPAFB        OH~~XXXXX~~XXXXXXXXXXXXXXXX~~XXXXX~~0~~~~0061,203,Uncategorized,2014-09-23
